clase,hu1,hu2,hu3,hu4,hu5,hu6,hu7
triangle,0.6301974972758037,0.5003344573029299,1.5998527988965936,0.2163453389366626,0.4314394782915604,0.4670856672528626,0.10699047250717458
triangle,0.3999912768733482,1.4191039329795838,0.4349662002395725,0.815712553969899,1.0301039114034565,1.6470603289206922,1.496091245862453
triangle,0.7207728897163338,0.7013562428709874,1.572822094422228,0.5071644555066509,0.596995911631257,0.6119927355672875,0.012956286060793671
triangle,0.6478332066243141,1.1043957761177214,1.6491772412867778,0.25058123075403005,0.4128646269773654,0.8305023588794647,0.03991771510892314
triangle,0.8480654075038946,0.7790114640768968,2.002270664487715,1.3173279668995326,2.959161616604817,0.8903713736982266,2.4270508816821277
triangle,0.6163935492199509,0.21433639305463117,1.6300918984929371,0.6756412817434455,1.825405321437742,0.2992196454024048,0.9044407101287663
triangle,0.6111036078832109,0.1196474158168375,1.696951492300941,1.9007376647878877,2.1811980049389663,2.007291926956301,2.128306336130744
triangle,0.6271044483884589,0.7667783157373308,1.5795315223013153,0.15270690221008412,0.9696135841675303,0.2538958144680019,0.6723450544251077
triangle,0.43841064206710467,0.590628199948039,0.5770231748857538,0.6609344103424376,1.717305560663659,1.2390024223208733,0.7049315930908133
triangle,0.6548274201762052,1.028953174452151,1.5416304339612967,0.38542915203539685,1.282494341462365,0.17600720978481796,1.0594916815041817
triangle,0.6526446343355292,0.4120214191295571,1.4661036846371818,0.3487417203078484,0.037242034847944014,0.2156458681955544,0.0795490633458052
triangle,0.6295094739720559,0.5690206720880105,1.4927681647816509,0.043817191739126744,0.7874553410359568,0.5130663386983461,0.3274704246678713
triangle,0.5714974423346243,0.37497683880578386,1.219452901582351,0.24815896652722094,0.9002386975558299,0.5365638734311593,0.7301854064550619
triangle,0.6196918973103775,0.10744891157532935,1.4433392679282058,0.41519542138819193,0.3465328927499577,0.46082529941241823,1.3422593519681538
triangle,0.7148759438455373,0.2456281130369838,1.9643486979944895,0.39400933117257664,1.4337253574370992,0.3855015125239396,1.4110285241645855
triangle,0.6734194551853433,0.08769479943512741,1.89267143119973,0.22566361310361926,0.9354716144538148,0.2297171010217196,1.2363447470765079
triangle,0.653165568441614,0.4646736873565278,1.5317376767186655,0.20908151623533214,0.3718239684961352,0.13133684208370178,0.1975867893110481
triangle,0.6433755250196176,0.25076973906024136,1.4569295527975419,0.29631363887892265,0.2839780187652218,0.5600499669930327,1.778306310646812
triangle,0.5544674280852273,0.07741074126591879,1.2310024576072531,0.7729623181658961,0.724237041496401,2.0226143389517843,0.6682732959999796
triangle,0.6320369484591428,0.36624658500182683,1.412803178348258,0.3170329433433032,1.135121270580855,0.0955181587203641,0.8258404622653941
triangle,0.5680859736685882,0.12051128022934245,1.4561073428297977,0.5273446631355851,0.37767828731764413,0.7172179803617488,0.12105620496324805
triangle,0.6649766291951943,0.39804147178119326,1.6876070518480417,0.5769000154985513,0.2326873604676623,1.3637909761791633,0.12472014985336159
triangle,0.43902997689674395,1.6650788137669819,1.0449119005119119,0.24537724470704939,0.13129371294647946,1.1118793471126194,0.08655445916736562
triangle,0.6653429746151563,0.10130951774782214,1.5950198111999452,0.5974899744564505,0.6106440078534399,1.289370863500164,0.12031897140696354
triangle,0.4496229025798938,0.12878270667886396,0.8238665011103499,0.7796793372757524,0.9503738138599978,2.8051176394512916,0.8727314183112698
triangle,0.3483482730143506,1.3071517354330595,0.620542163031421,1.0741662300317243,1.5732208255135587,1.796179659401274,1.3739589214926804
triangle,0.3892305127899923,1.2325543361114804,0.8237826193634954,0.45905714024150224,0.6599788967795186,1.5311362539388729,0.3174620162221663
triangle,0.6420429823335769,0.5833222425046867,1.6805251649816109,0.16066457323242955,0.5653610279778598,0.9604035993804539,0.17928666539718885
triangle,0.632772835810172,2.2777490784675143,1.6550091267719715,0.21170099789590371,0.9387551907030962,1.630333973256844,1.038884947930991
triangle,0.5842930717875756,0.42682673965624696,1.4999189958939392,0.151215655964135,0.89567668289943,0.06769344126711513,0.723640747392717
triangle,0.6046176265552247,0.8039077376298089,1.6192481081710677,0.0169157340628032,0.3187777451216438,0.45637896524374183,0.7828950995341287
triangle,0.6168486884593916,0.930866290627025,1.3847763304636658,1.3142648029024642,1.780378957645108,1.845380250796358,1.3017361033473214
triangle,0.6233733192065836,0.2093931492634692,1.47687860519534,1.001082214839245,0.7704936366853398,1.709560371791679,1.5032584220424046
triangle,0.3032868549025833,0.5418415657258734,0.41016996302193237,1.4383066873062,3.593773992578145,1.9130669551947275,1.9524883076555082
triangle,0.7207376783460889,0.5174798614371796,1.9499926958037461,0.6764500590668521,1.9895961364098058,0.24144831472188344,0.2596543841280345
triangle,0.7135808010921614,0.13548224492391053,1.638176177524673,0.36610667247799455,1.282034586690229,0.4107760189121985,1.1259761962199553
triangle,0.7609770248506598,0.12539944225113772,1.7942889649177758,0.3612191176644236,1.4350632211020529,0.05150349888794053,0.5647288928992292
triangle,0.6404303837213192,0.43076138659989405,1.666520730754212,0.6788018184274255,1.1442182595547379,0.938591552461246,0.1875776933621196
triangle,0.6619783640529104,0.5589018979559782,1.7429770147681185,0.3874574835794786,0.2707186175610241,0.6710747630928737,0.24184614274729618
triangle,0.6718563090360842,0.6229564227298835,1.6187118534036102,0.39041969041950675,1.3949125395390067,0.16610643787845458,0.34199651160663214
triangle,0.3848695296688972,1.024434432308961,0.5972477675721435,1.5707899202030853,2.584559364379349,2.2791293100575922,2.0776370802747666
triangle,0.5802571775441875,0.6032025282673092,1.4529921919088986,0.637338752998712,0.2423617997838977,0.9793747006163823,0.8498347789271805
triangle,0.6804155843875827,0.7564938685413193,1.6768543195508177,0.2980410876150163,1.2654011746871192,0.08020787993716694,0.7586094507663705
triangle,0.8686878505163277,1.0022297029486031,2.3989084839454424,0.9496987544032486,2.1826286660295176,1.1281890281860416,2.5935136720710537
triangle,0.6219986655970048,0.9369175483934493,1.6900666749489224,0.13697696837792653,1.0464635156255016,1.6243249413675587,0.18304365647514323
triangle,0.6658278123383814,0.7987084793152353,1.7270077852946621,0.17020179734107838,0.5573851479657437,0.6285821341215561,0.2679117262575591
triangle,0.5963131098044417,0.6558712806410186,1.5047273424257588,0.1688854349159451,0.4978020653568175,0.5667587887086354,0.6243966861061784
triangle,0.6104451076103509,0.6585482006571806,1.5237032785818556,0.38193122026176596,0.15284008422193163,0.7742157522871791,0.13853395557368697
triangle,0.7108006159386423,0.25737489117165174,1.8129845247978411,0.36726443024940475,0.7243114684153968,0.251446277915805,0.35408745697676747
triangle,0.637344542803532,0.686320079420408,1.3400255958105451,0.9490235582806799,0.9400745335340145,1.4609991461826968,0.8731385311331064
triangle,0.3122286985689706,0.8258650481358106,0.6145002839656577,1.2178191629725506,1.587220116107905,2.5685379005691114,1.8054192517625374
triangle,0.3467884138420776,0.9701319536925634,0.5988577238501565,1.163904666433008,2.264678138423416,1.6671674290168785,1.451501759130003
triangle,0.6339236191206166,0.89382804082261,1.4542077909145863,0.32488179012644325,0.9486810722775675,1.46415284353596,1.1387952637019976
triangle,0.610676695617148,0.40433849761357077,1.6037732216544487,1.359765316001854,1.932098018020972,1.7126218667240896,1.2468209649933273
triangle,0.6524104131829409,0.3622789995646206,1.6961993347833348,0.5267271609236248,0.6217573922572106,1.4923956738816195,0.04830632544689277
triangle,0.6363088207682874,0.508543151516903,1.7744838719632567,1.2096169430286563,0.9606031278307539,1.485519602316381,1.3500552514947213
triangle,0.7686772584824155,0.22387976506691828,1.4682422484544664,0.8209318825362685,1.0991152402338826,0.7571782755860893,1.961463903440572
triangle,0.6765486349866215,0.22247233186201776,1.578388663564736,0.25227216462191104,0.46839468490744407,0.4864654673559424,0.4069648084796392
triangle,0.8056436489208265,1.6021141361623945,0.7635284340024977,0.31483988332985746,0.8040195110178507,0.8671955311520608,0.5106288780821295
triangle,0.6161355268628497,0.3953236839897242,1.5551126469470367,0.4989841117446344,0.017322459552554036,0.7519832154517848,0.6099882051410399
triangle,0.6832175249164156,0.21561231006530976,1.6899732133123841,0.3250380982394141,0.2585658207389482,0.32281833394090137,0.13901100748472825
triangle,0.7551858032738101,0.35171902370399144,1.7802890352385887,0.5029324815788455,1.6444578307240796,0.27554861944732667,0.05812413266581596
triangle,0.6580252144911604,0.5257098537245539,1.693004490964925,0.2365408452647065,0.4755313111971827,0.5004564156749486,0.08049971332267765
triangle,0.4002409297147078,1.6726052672304839,0.9336327965097354,0.8838106888610131,0.8870647169026828,1.7583917248894456,1.3163516315055792
triangle,0.6008721892289239,0.15848643858374514,1.3311690085165013,0.2967127399091511,1.108838065738766,0.20289361982617243,0.07087322813416526
triangle,0.670557829518443,0.4064853217845863,1.5553451989883218,0.2306145003709894,1.0109419068556769,0.8470894588037859,0.9271909336357749
triangle,0.6307536290325089,0.5321041723864395,1.341279769277375,0.19414300125522055,0.3543784662642003,0.6272064223981407,0.10197773589843047
triangle,0.6829869600654916,0.15548976342400994,1.6825512237305174,0.14290889725221265,1.0470889823577774,0.3335157494806035,0.34898327125902145
triangle,0.653733932720544,0.819039668032213,1.6927119361904182,0.05789759779688224,0.6869148593803478,0.4695926704046241,0.4862978279301334
triangle,0.5356654759556283,0.09510908581305093,1.4987258457572707,0.2492910970386083,0.3639745005119021,0.38572198031842964,0.2692151678640279
triangle,0.6020255653748451,0.26018105266668795,1.5893520605382887,0.4879660971462408,0.26670619217254404,0.6256494025144984,0.00895559934103877
triangle,0.6727260599387958,0.025349619439354022,1.6695694134286616,0.055006507746751636,0.7484137800674024,0.36169552883666717,0.1246707526349389
triangle,0.6787864346708938,0.5864637277401296,1.8763297911148478,1.716318459669482,1.7079010901559126,2.8619916970345227,1.9120806023115136
triangle,0.5424200028713255,0.2410789485375628,1.264691955523777,0.999186960128399,1.3578898554080903,1.1527016090675732,0.8902837005632923
triangle,0.6149984671764007,0.004605595506442626,1.5528580959663172,0.26053310049084,0.7765321645899068,0.23874939475402962,1.1279608105995376
triangle,0.6812153148312189,0.24306114172648657,1.6802225642234605,0.06074732593273431,0.7371047930150929,0.3197983897623104,0.11220622266224588
triangle,0.3333301563835425,0.794146164270038,0.9597315182897207,1.3772182692303019,1.5934152102495922,1.9257646446934877,2.3218728876956383
triangle,0.6142245371007103,0.20046903693229268,1.4731088445981637,0.11485771925540579,0.098200373412995,0.21565171779314238,0.5537408997448968
triangle,0.6067544085114522,0.6213609908323152,1.458266218433219,0.2726038307805473,0.8146294658222785,0.17101475924666784,1.1380118503565668
triangle,0.6718213602035985,0.19075472480152575,1.5900474662106874,0.3510050984270116,1.261249700044087,0.6052961058764227,1.0138028881577272
triangle,0.6160677042640487,0.703271548387452,1.4407157035914386,0.08017793476960751,0.6631199110356257,2.13759029235038,0.7141127801006935
triangle,0.7195509196402567,0.11456017917301235,1.8177859269966774,0.5649624301829848,0.47285606202784586,1.8616301999418452,0.042068120659110614
triangle,0.7533818823935516,0.325031114636591,1.7336790845386922,0.4175986822435095,1.4689188951466718,0.2550046176358622,1.0057844534409242
triangle,0.7725879719828734,0.2838930819251342,1.9679473502200686,0.16764028556236105,1.1790523919608913,0.08413318950253963,0.9150448485187608
triangle,0.6419096221146174,0.344031041765951,1.5969593354312113,0.11474444067689138,0.4732980191342122,0.5584680847919212,0.47836840095733024
triangle,0.6540168007497948,0.20289179986792705,1.6900486427949417,0.43476163938052304,1.4094512164699438,0.18239236875218573,1.2579445131189821
triangle,0.6793595086362301,0.5098542732489613,1.665694480239852,0.1541207707163315,0.4443901002114928,0.432975997543819,0.45770790640359116
triangle,0.6646730519481843,0.13716028534471927,1.6384774347212914,0.04269058083005091,0.6467366731996419,0.7437104440550022,0.5524925606950446
triangle,0.6755350678870979,0.07109513464517897,1.4812069667804522,0.6464310168096723,0.5665469959806148,1.7104189860016472,0.28059952656606735
triangle,0.5779616752934984,0.3281383352069823,1.15207612920635,0.15741776016270004,0.6826137809186847,0.3852308285679079,0.3379450382059974
triangle,0.3502465408066486,0.5163263261385991,0.42605145187881094,1.1297247263051873,1.6560194537020092,2.1882036136661815,1.6105130530481957
triangle,0.7194956420821859,0.3232470084469804,1.7105515604813597,0.14782247375691812,1.0291791808138253,0.2344668517177373,0.7250075748465842
triangle,0.6270391968811434,0.06419602911176235,1.67599647141759,0.9109181361900572,1.4781972494281077,0.974359119983027,0.5311323617905988
triangle,0.6771866845721158,0.25855093991042283,1.6319026909346603,0.2104927825774174,1.0543147221625495,0.04707782130299825,0.870075618812632
triangle,0.6260768198545577,0.25588995287493627,1.3678501001825434,0.17598593563957737,0.8930560583733969,0.09208881183510594,0.6222597617989617
triangle,0.6012505466908247,0.4523477672161109,1.6284835922687573,0.005434154960536086,0.8189340239984053,0.3853429537232203,0.07823576739679712
triangle,0.6455996782172796,0.6939320945001614,1.5584221250277888,0.8218807370592736,0.45401542835162484,0.6186753317612037,1.818255876356045
triangle,0.6953761909806518,1.251499113646609,1.699837534621155,0.3342681117122373,0.6192334939350823,0.4769417737625141,1.3437326145410493
triangle,0.6844429401522529,0.49153277515086247,1.7858431143271014,0.16125363782563393,1.0667827257209133,0.3307357227464019,0.8496182948061566
triangle,0.3534014485095936,0.04469112324301706,0.6308271652130669,1.5947965520440825,2.14756290388151,1.70983806866924,2.3546283776946733
triangle,0.7485760336580222,0.5307963489257017,1.5029722618906818,0.316809936570676,1.1900016194787395,0.5673411243684146,0.8225621227691502
triangle,0.6662748235564445,0.15496192778865364,1.7483089729184826,0.750804053542937,0.2540595482756654,0.9676417929711123,1.2700550300730804
triangle,0.648327935378659,0.4785355539048341,1.7698114287090803,0.9200293471955311,0.5007160583686125,1.1798296970617026,1.293068772979542
triangle,0.5945895953291671,0.1263994284221352,1.4633293836995114,0.7717144136297474,0.9533297360987469,1.3225614364117473,0.44594194412604227
triangle,0.7976721063424175,0.3124966956802902,2.021008430555228,0.011589944562534456,1.014382073864513,0.0142274390592987,0.4180738376397414
triangle,0.3129298327145874,1.0425029860335318,0.7188672737143799,1.5339699781531368,2.804732711233233,2.0779546944862695,1.9456370020781977
triangle,0.7230847467292824,0.6180787079533139,1.7395260014596967,0.20300203114162496,0.5178014660817865,0.0995692871787691,0.2117425064875471
triangle,0.6764014688584207,0.7858537052841531,1.7205282541299662,0.05209223897419066,0.7675416627409377,0.5344196783699081,0.1884372729532437
triangle,0.5866578428465897,0.7593068334307117,1.5435876115001348,0.09683526863352791,0.6184165848015963,1.490654625275732,0.09099229206916465
triangle,0.570288187717409,1.6310695635095376,1.462967378258509,0.523933251734066,0.693871904601863,1.339649286654978,0.06615235303442683
triangle,0.3781433389474627,1.176912114014618,1.0227860127425317,2.2920576348617807,2.929015688925321,2.9092993481261273,3.9132768588687843
triangle,0.678548146561789,0.36070272477394844,1.6301101225958212,0.587113364306379,0.15529101609554133,0.5068753826011066,0.3009510809477911
triangle,0.6194385589191833,0.6174815775528127,1.5761679273282845,0.08651290460206794,0.568371295665262,0.8610401394540002,0.4235003033227371
triangle,0.34816814692970705,0.8920379415305393,0.6433017066886617,0.8885651327524013,1.2428553283503998,1.8264787036435968,1.102777600733275
triangle,0.5534788913510851,0.31759780846176366,1.3457979972859793,0.3528597306858912,0.04738076648560875,0.2283745727139266,0.0794559881325542
square,0.8766035942510964,1.1937199398031635,1.2770706764467947,0.018179024804584873,0.5379860664131839,0.5806146365186007,0.4899393486969468
square,0.8563686985499668,0.5044216554790385,1.0958480359898564,0.38226985593012813,1.1065558297906952,0.29544434700310135,0.5303409716944386
square,0.6847899670571422,0.6861579147963756,0.43684767729979634,0.9100683010099168,1.2539385759529245,1.014307220195667,1.3512638559430756
square,0.9086334724528079,0.13268832403355404,1.0423145801875053,0.3267437576182448,0.9893757492883374,0.36647542959843726,0.5022332438912231
square,0.8956861384451095,1.1776966837086906,1.0612648520671508,1.002403495261074,1.437578526725024,1.8760112441152126,1.0001654854976394
square,0.9530402151816406,1.6053802476402868,0.03468658318780885,0.20665475696476435,0.17091478686870487,0.6966555848498879,0.10892352726213855
square,0.9392264133844004,0.8743437071145395,0.796170767777922,0.5842831074789276,0.7153027379422189,1.026085788047693,0.5671879172621321
square,0.8061983891501205,0.9752919335849933,1.1470294652606259,0.2167008142210143,0.14291621734111307,1.046774574861103,0.04116967615905942
square,0.8967272911273809,0.060648239042768406,1.0281214232806524,0.35480642767717224,0.10030640281472887,1.4560983253347617,0.2689876540553358
square,0.9594245574219833,0.05808963391146069,1.0421522509277759,1.1486243083880243,2.1635858214380157,0.1126139184175695,1.9893621182406904
square,0.927184513136606,0.4541807888170064,1.3553849746910545,0.11432906064785245,0.8531805314445431,0.3416340761800471,1.7188287364472654
square,0.7424919033917581,1.0501630667859128,0.6510446001481234,0.18653973352408568,0.07051623777671583,0.3435147271442709,0.5291167739860736
square,0.8944400086654194,0.4655865900331547,0.3777152081079754,0.7375954143535935,1.2113823365936287,0.8486890026934737,0.9824530703036253
square,0.5577438335949885,0.6714656045101582,0.5715865958381802,0.6881403686340907,2.1700516909982825,1.1164028023111303,1.3223388238687732
square,0.9566775589620866,0.4196693118877435,1.2747234794670639,0.1074924419737261,0.4630830488306375,0.31932957931953426,0.1411022069155673
square,0.9305384698146842,1.7268304465236637,0.7638102356639049,1.7729663587828106,2.3022555352192278,2.721912645655903,2.761713807687456
square,0.4821932721044348,0.008245402939520212,0.6520837246649693,0.6520304970970351,0.7739544890453998,0.6999912359835725,0.8354181651851156
square,0.9429345830922898,0.2827690053317277,0.10103026562733787,0.1171470911541045,0.17386463370965982,0.4495843784840077,0.47387592634359943
square,0.9143397377934844,0.10471269635009872,0.8835765850179456,0.44242523405906853,0.5678402047203255,0.5528242812950286,0.27118701151235386
square,0.8020581018594469,0.43296918404306955,1.4168013481882624,0.21585242743105448,0.24773220416031078,0.10999131855867533,1.0262393137432095
square,0.8616762163420292,0.08965741859000395,1.0600379247895313,0.5493855286920666,0.29412499387383717,0.567991751256724,2.0538081965694195
square,0.8987817566468339,0.5848595422932226,0.5281305690683447,0.24521866356999963,0.5374432421801568,0.07174564056925829,0.09212333210962763
square,1.000761476214989,0.6146923323761164,0.6223271405260972,0.04308650570619396,0.06861850619553037,0.6316663015042108,0.31533419298641235
square,0.5836989726712332,1.0458596958964237,0.5175986748499398,1.0196003878564126,2.1975111339700333,1.5566357943242572,1.8239602537769513
square,0.9970694152398976,0.40726474372746096,0.9191616705150724,0.15666548677890585,0.25963444538323105,0.8711459325470581,0.6631045163977719
square,0.9673661904055039,0.5912090376101937,1.3494839552677127,0.3417149807609299,0.5986406586662469,1.9101792595406493,0.15553588450481998
square,0.6821471894853626,0.7001715157264256,0.06298511618574444,0.14006851321403477,0.07245311646806024,2.7241124156761907,0.10823514675148231
square,0.882778063895149,0.99655960358205,1.1432708515266092,0.30161441619454926,0.14349636406848834,1.053416237925758,0.04230517860523627
square,0.911600010999871,0.03845029120505438,0.5540668487121881,0.9227014518855015,1.1772572709544442,0.9625899128714057,1.3862816852618247
square,0.8928574493420055,2.073224291998617,1.2190786680809327,1.6628579232871668,4.531882194677356,2.7158215416867137,3.104128871970468
square,0.8987359775733392,0.07469213583602775,0.8440634830845282,0.024735936012003717,0.3514088089698544,0.6423561602995015,0.03734758125469871
square,0.9170378509869068,0.17741215473865105,0.9079006759527903,0.12367499501557692,0.250915422934617,0.6141892268674815,0.2868445381107074
square,0.8259773046727862,0.005573119505607031,0.9198431298695554,0.5460345611291004,1.0475727576200682,0.4214976611622143,1.187257264598281
square,0.8853002695630391,0.46624855096277246,1.273341422381138,0.4707747143662731,0.22717167814222983,1.1383536672750807,0.2130699428341121
square,0.854741812757164,0.4471385989909399,0.5953223071898325,0.520113498753712,1.0529056907283136,0.6258592752640999,0.5954343675800787
square,0.7595948054528322,0.03538892756845137,0.405230269592534,1.948978621590744,3.7317008161739538,2.688075288316679,2.722928342668981
square,0.8842060188289622,0.034412166727032796,0.9719188472686182,0.00759151171920835,0.646428379970764,0.24052636702481034,0.6493045217623842
square,0.9623557595058546,0.314022686778965,0.5261300695126778,0.05333949492987722,0.1269033809342474,0.23083791827719838,0.12348304579687557
square,0.577543424418812,0.9791415474510715,0.306745007789441,2.033142731299899,3.2955589368315157,2.5251050437092086,3.4330556755931028
square,0.911173345517394,0.4630940607147327,1.0040274949175634,0.02910507391788972,0.5350052209847465,0.2640229429699029,0.11401345288783823
square,0.5299078095403359,0.43761160078586414,0.06275871495274682,1.184640871608385,2.296560514093997,1.4194398678759734,1.7634699761675199
square,0.9553852171234547,0.3252584002991762,0.1521108716454451,0.3385451844159911,0.644747240773142,1.1492886302570593,0.533822011828414
square,0.9122607783253511,0.7848364410612769,0.22597426950373864,0.18492374777458706,0.15116116574689184,0.8479958424743776,0.4496636567634912
square,0.6356485310693565,0.8377568591233149,1.2248793952338448,1.4317731357550953,3.3192047060998675,2.476589776311515,2.777303594695259
square,0.8777509552670748,0.7104433226699587,0.7677831199315972,0.10862026896855755,0.1531624943487725,0.5857378232162658,0.06482346921744848
square,0.8483730707287986,1.4980017524996734,1.0854190346327028,0.10120669497917312,0.29370560257536676,1.0619165364516419,0.1695544495240701
square,0.8525691367452752,0.6864558117111335,1.0407309166678178,0.6070672743642089,1.6251756879222876,1.4178851052866817,0.39097269659150496
square,0.8160432209164391,0.29671384714746424,1.1417999487213684,0.5060472242869136,0.980859139376178,0.591231261636064,1.2814223712234745
square,0.8178724606731366,0.0513184850267916,0.6380466288889528,0.8497110233087597,1.6153851617725041,1.11384583146658,2.1035919714290214
square,0.8518849609303047,0.30784190048788235,0.2244780239730962,1.0027244793985657,1.1077679930338569,0.8487695305107787,1.3234208940582817
square,0.9059154709263679,0.008276863043603987,0.6134776178795472,0.2143993960130062,0.17299422438717438,0.1956844914490065,0.599879214459756
square,0.8084893062372263,0.10703577492036771,1.1644832217711376,0.15239401741224062,0.749590845510612,0.18407637884474198,0.506077715014466
square,1.1238483816854643,0.837668270502602,1.752383834095664,2.2099320183843534,4.1727829924624125,2.628722180855471,3.6449316384842922
square,0.9097684277023985,0.24686170546020014,0.2714647857770175,0.17252375911168116,0.6695922461408814,0.04973192731274713,0.4663777912244027
square,0.931731292398502,0.30084549738278604,0.6029607909050583,0.37397485780030176,0.6890710445994648,0.19930674826456837,0.732605938859845
square,0.9458663822312458,0.008233099557374102,1.4354634229676493,0.3886525685646652,0.11840861998136121,0.6636924493708669,0.4350628150939737
square,0.8245062623190194,0.034650012895647994,1.2274511280193656,0.3731983176686129,0.17371930471906563,0.38557452215469,0.03978697406220709
square,0.8580439967313134,2.2665843127790013,0.025830169814387155,0.3890323444070333,0.8371823945266339,0.8155505130037568,0.5961686455101726
square,0.9299367260194416,0.3104364341915511,0.8110448220610681,0.001531222754861958,0.09667202644472185,0.16605181714711192,0.34862017782461463
square,0.6127284636187903,0.6732057691307555,1.7795222204727386,0.041986580113266114,0.2897089733643488,0.3791041501688356,0.8076565632373902
square,0.9637950342880276,1.2408068936716534,0.24573743379459062,0.13130611102126544,1.2862310935273014,1.0254271644682937,0.07367690279090089
square,0.8662604120575893,0.1704059527225109,1.3193657926991162,0.11505973868884398,0.3842420611749563,0.004830151004477386,0.8027697763304561
